variant	LocationID_coronA	LocationName_coronA	sample_id	sample_date	value
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-20	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_13637_S93557	2021-07-20	0.99757
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-20	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-20	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-22	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-22	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-22	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-22	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-22	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-22	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_13980_S94071	2021-07-22	0.99776
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-22	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-22	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-25	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-25	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-25	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-25	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-25	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-25	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_13981_S93968	2021-07-25	0.99707
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-25	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-25	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-27	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-27	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-27	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-27	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-27	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-27	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_13982_S93989	2021-07-27	0.99733
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-27	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-07-27	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-01	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-01	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-01	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-01	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-01	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-01	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_14391_S95253	2021-08-01	0.99247
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-01	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-01	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-03	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-03	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-03	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-03	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-03	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-03	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_14392_S95097	2021-08-03	0.9899
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-03	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-03	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-05	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-05	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-05	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-05	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-05	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-05	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_14779_S95635	2021-08-05	0.99506
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-05	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-05	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-10	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-10	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-10	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-10	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-10	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-10	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_14781_S95715	2021-08-10	0.99714
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-10	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-10	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-12	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-12	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-12	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-12	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-12	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-12	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_15271_S96150	2021-08-12	0.99728
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-12	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-12	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-15	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-15	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-15	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-15	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-15	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-15	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_15272_S96201	2021-08-15	0.99816
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-15	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-15	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-17	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-17	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-17	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-17	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-17	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-17	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_15273_S96172	2021-08-17	0.99738
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-17	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-17	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-22	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-22	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-22	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-22	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-22	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-22	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_15323_S96535	2021-08-22	0.99688
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-22	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-22	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-24	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-24	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-24	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-24	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-24	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-24	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_15324_S96554	2021-08-24	0.99599
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-24	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-24	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-26	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-26	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-26	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-26	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-26	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-26	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_15916_S97035	2021-08-26	0.99453
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-26	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-26	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-29	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-29	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-29	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-29	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-29	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-29	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_15917_S97113	2021-08-29	0.99461
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-29	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-29	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-31	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-31	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-31	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-31	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-31	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-31	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_15918_S97124	2021-08-31	0.99554
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-31	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-08-31	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-02	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-02	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-02	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-02	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-02	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-02	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_16283_S97378	2021-09-02	0.99337
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-02	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-02	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-05	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-05	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-05	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-05	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-05	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-05	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_16284_S97399	2021-09-05	0.996
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-05	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-05	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-07	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-07	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-07	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-07	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-07	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-07	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_16285_S97403	2021-09-07	0.99639
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-07	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-07	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-09	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-09	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-09	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-09	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-09	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-09	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_16413_S97915	2021-09-09	0.99375
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-09	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-09	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-12	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-12	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-12	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-12	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-12	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-12	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_16414_S98019	2021-09-12	0.99361
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-12	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-12	0
B.1.1.7	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-14	0
B.1.160	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-14	0
B.1.177.86	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-14	0
B.1.258.17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-14	0
B.1.351	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-14	0
B.1.525	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-14	0
B.1.617.2	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	CoV_16415_S98040	2021-09-14	0.99565
B.1.621	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-14	0
R.1	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage		2021-09-14	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2020-12-28	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West		2020-12-28	0
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West		2020-12-28	0
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3059_S75463	2020-12-28	0.062303
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3059_S75463	2020-12-28	0.60914
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2020-12-28	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-02	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-02	0
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3060_S75367	2021-01-02	0.070411
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-02	0
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3060_S75367	2021-01-02	0.5886
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-02	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-13	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3294_S76217	2021-01-13	0.049732
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3294_S76217	2021-01-13	0.024414
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3294_S76217	2021-01-13	0.027605
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3294_S76217	2021-01-13	0.70643
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-13	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-30	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-30	0
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-30	0
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3687_S76855	2021-01-30	0.558525860263837
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3687_S76855	2021-01-30	0.441464168552882
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-01-30	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-01	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3809_S77810	2021-02-01	0.121093144598853
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3809_S77810	2021-02-01	0.167725715072928
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3809_S77810	2021-02-01	0.322785900018942
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3809_S77810	2021-02-01	0.388386630159632
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-01	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-06	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3810_S77823	2021-02-06	0.428853532422765
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-06	0
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3810_S77823	2021-02-06	0.144267662113824
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_3810_S77823	2021-02-06	0.426870144380256
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-06	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-10	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-10	0
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-10	0
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-10	0
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_4221_S78821	2021-02-10	0.8414
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-10	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-13	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_4222_S78820	2021-02-13	0.484554792598275
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-13	0
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-13	0
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_4222_S78820	2021-02-13	0.515438970693709
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-13	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-15	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_4494_S79488	2021-02-15	0.45402012907628
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-15	0
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-15	0
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_4494_S79488	2021-02-15	0.545972763199045
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-15	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-17	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_4495_S79560	2021-02-17	0.542540888815463
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-17	0
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-17	0
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_4495_S79560	2021-02-17	0.457450850817776
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-17	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-20	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_4496_S79579	2021-02-20	0.827085285848172
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-20	0
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-20	0
B.1.258.17	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_4496_S79579	2021-02-20	0.172905702544878
B.1.617.2	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-02-20	0
B.1.1.318	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-03-01	0
B.1.1.7	ATTP_2-K1944050	Abwasserverband Wörthersee West	CoV_5646_S80917	2021-03-01	0.99348
B.1.160	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-03-01	0
B.1.177.86	ATTP_2-K1944050	Abwasserverband Wörthersee West		2021-03-01	0
