variant	LocationID_coronA	LocationName_coronA	sample_id	sample_date	value
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_3801_S77811	2021-02-02	0.625792828685259
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-02	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_3801_S77811	2021-02-02	0.374199203187251
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-02	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-02	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-02	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-02	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-02	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-02	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-06	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-06	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_3802_S77822	2021-02-06	0.370827239193826
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-06	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_3802_S77822	2021-02-06	0.235983479132746
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-06	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-06	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_3802_S77822	2021-02-06	0.393180082972284
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-06	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-06	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-06	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-10	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-10	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4214_S78815	2021-02-10	0.39732
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-10	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4214_S78815	2021-02-10	0.19738
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-10	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-10	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4214_S78815	2021-02-10	0.19262
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-10	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-10	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-10	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-14	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-14	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4215_S78827	2021-02-14	0.66304583966978
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-14	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4215_S78827	2021-02-14	0.0832013903975668
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4215_S78827	2021-02-14	0.075009341733652
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4215_S78827	2021-02-14	0.107008472735173
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4215_S78827	2021-02-14	0.0717262654790354
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-14	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-14	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-14	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-18	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-18	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4488_S79580	2021-02-18	0.708842182954145
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-18	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-18	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4488_S79580	2021-02-18	0.128242977660679
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-18	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4488_S79580	2021-02-18	0.162906257241184
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-18	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-18	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-18	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-20	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-20	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4489_S79584	2021-02-20	0.617096589403124
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-20	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-20	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-20	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4489_S79584	2021-02-20	0.221573371865354
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_4489_S79584	2021-02-20	0.161321488726819
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-20	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-20	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-20	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-24	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-24	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5038_S80133	2021-02-24	0.45380675580028
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-24	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-24	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5038_S80133	2021-02-24	0.282532003945807
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-24	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5038_S80133	2021-02-24	0.263655667080939
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-24	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-24	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-24	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-26	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-26	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5039_S80138	2021-02-26	0.511506024858071
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-26	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-26	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-26	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-26	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5039_S80138	2021-02-26	0.488487653150248
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-26	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-26	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-26	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5040_S80091	2021-02-28	0.81261
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-02-28	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-04	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-04	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5672_S80946	2021-03-04	0.516888926640052
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-04	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5672_S80946	2021-03-04	0.109155128967411
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-04	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5672_S80946	2021-03-04	0.373948866049435
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-04	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-04	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-04	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-04	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_5673_S80892	2021-03-06	0.86943
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-06	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-10	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-10	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_6157_S81255	2021-03-10	0.725661765823843
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-10	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-10	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-10	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-10	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_6157_S81255	2021-03-10	0.274330632041477
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-10	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-10	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-10	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_6158_S81243	2021-03-12	0.97594
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-12	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-14	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-14	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_6159_S81264	2021-03-14	0.698486207994443
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-14	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-14	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-14	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-14	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-14	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_6159_S81264	2021-03-14	0.301506555906104
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-14	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-14	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-18	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-18	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_6540_S81912	2021-03-18	0.893230693574928
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-18	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-18	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-18	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-18	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_6540_S81912	2021-03-18	0.106759849444875
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-18	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-18	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-18	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_6541_S81899	2021-03-20	0.93728
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-20	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_6719_S82066	2021-03-26	0.98264
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-03-26	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_7723_S83553	2021-04-07	0.93029
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-07	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-09	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-09	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_7724_S83572	2021-04-09	0.935356296085258
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-09	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-09	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_7724_S83572	2021-04-09	0.0646340462313305
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-09	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-09	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-09	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-09	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-09	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-11	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-11	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_7725_S83878	2021-04-11	0.882432406720323
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-11	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-11	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_7725_S83878	2021-04-11	0.117558079799075
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-11	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-11	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-11	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-11	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-11	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-13	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-13	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_8155_S84104	2021-04-13	0.885231611760136
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-13	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-13	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_8155_S84104	2021-04-13	0.11475891342865
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-13	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-13	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-13	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-13	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-13	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_8156_S84178	2021-04-15	0.95259
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-15	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.1.318	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_8157_S84159	2021-04-17	0.97425
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.177.86	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.221	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.258.17	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.525	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.621	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-17	0
B.1.1.170	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-04-21	0
