BSF_run	BSF_sample_name	BSF_start_date	LocationID	LocationName	N_in_Consensus	RNA_ID_int	additional_information	adress_town	connected_people	dcpLatitude	dcpLongitude	include_in_report	report_category	sample_date	status
BSF_1026	CoV_13994_S94067	2021-08-02	ATTP_8-Bregenz	Bregenz	4680	CoV_13994	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-07-25	passed_qc
BSF_1036	CoV_14391_S95253	2021-08-09	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	2548	CoV_14391	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-01	passed_qc
BSF_1036	CoV_14392_S95097	2021-08-09	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	4587	CoV_14392	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-03	passed_qc
BSF_1036	CoV_14395_S95065	2021-08-09	ATTP_8-Bregenz	Bregenz	7645	CoV_14395	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-07-29	passed_qc
BSF_1036	CoV_14396_S95084	2021-08-09	ATTP_8-Bregenz	Bregenz	10442	CoV_14396	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-07-31	passed_qc
BSF_1037	CoV_14779_S95635	2021-08-16	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	2520	CoV_14779	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-05	passed_qc
BSF_1037	CoV_14780_S95622	2021-08-16	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	21461	CoV_14780	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-08	fail
BSF_1037	CoV_14781_S95715	2021-08-16	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	6500	CoV_14781	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-10	passed_qc
BSF_1037	CoV_14863_S95716	2021-08-16	ATTP_8-Bregenz	Bregenz	395	CoV_14863	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-08-04	passed_qc
BSF_1037	CoV_14864_S95697	2021-08-16	ATTP_8-Bregenz	Bregenz	690	CoV_14864	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-08-06	passed_qc
BSF_1037	CoV_14865_S95693	2021-08-16	ATTP_8-Bregenz	Bregenz	397	CoV_14865	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-08-08	passed_qc
BSF_1041	CoV_15271_S96150	2021-08-23	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	16349	CoV_15271	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-12	passed_qc
BSF_1041	CoV_15272_S96201	2021-08-23	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	5482	CoV_15272	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-15	passed_qc
BSF_1041	CoV_15273_S96172	2021-08-23	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	5803	CoV_15273	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-17	passed_qc
BSF_1041	CoV_15282_S96120	2021-08-23	ATTP_8-Bregenz	Bregenz	398	CoV_15282	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-08-10	passed_qc
BSF_1041	CoV_15283_S96108	2021-08-23	ATTP_8-Bregenz	Bregenz	3018	CoV_15283	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-08-14	passed_qc
BSF_1046	CoV_15323_S96535	2021-08-30	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1538	CoV_15323	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-22	passed_qc
BSF_1046	CoV_15324_S96554	2021-08-30	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	696	CoV_15324	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-24	passed_qc
BSF_1046	CoV_15532_S96495	2021-08-30	ATTP_8-Bregenz	Bregenz	395	CoV_15532	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-08-18	passed_qc
BSF_1046	CoV_15533_S96514	2021-08-30	ATTP_8-Bregenz	Bregenz	600	CoV_15533	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-08-22	passed_qc
BSF_1049	CoV_15916_S97035	2021-09-06	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1041	CoV_15916	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-26	passed_qc
BSF_1049	CoV_15917_S97113	2021-09-06	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1453	CoV_15917	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-29	passed_qc
BSF_1049	CoV_15918_S97124	2021-09-06	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1202	CoV_15918	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-08-31	passed_qc
BSF_1049	CoV_15919_S97120	2021-09-06	ATTP_8-Bregenz	Bregenz	396	CoV_15919	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-08-24	passed_qc
BSF_1049	CoV_15920_S97071	2021-09-06	ATTP_8-Bregenz	Bregenz	395	CoV_15920	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-08-28	passed_qc
BSF_1052	CoV_16283_S97378	2021-09-13	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1099	CoV_16283	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-02	passed_qc
BSF_1052	CoV_16284_S97399	2021-09-13	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	907	CoV_16284	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-05	passed_qc
BSF_1052	CoV_16285_S97403	2021-09-13	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	600	CoV_16285	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-07	passed_qc
BSF_1052	CoV_16296_S97443	2021-09-13	ATTP_8-Bregenz	Bregenz	683	CoV_16296	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-09-05	passed_qc
BSF_1055	CoV_16355_S98082	2021-09-20	ATTP_8-Bregenz	Bregenz	396	CoV_16355	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-09-07	passed_qc
BSF_1055	CoV_16356_S98008	2021-09-20	ATTP_8-Bregenz	Bregenz	693	CoV_16356	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-09-11	passed_qc
BSF_1055	CoV_16413_S97915	2021-09-20	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1337	CoV_16413	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-09	passed_qc
BSF_1055	CoV_16414_S98019	2021-09-20	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1202	CoV_16414	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-12	passed_qc
BSF_1055	CoV_16415_S98040	2021-09-20	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1423	CoV_16415	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-14	passed_qc
BSF_1060	CoV_16723_S99418	2021-09-27	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	907	CoV_16723	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-19	passed_qc
BSF_1060	CoV_16724_S99259	2021-09-27	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	395	CoV_16724	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-21	passed_qc
BSF_1060	CoV_17089_S99244	2021-09-27	ATTP_8-Bregenz	Bregenz	396	CoV_17089	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-09-19	passed_qc
BSF_1069	CoV_17198_S99762	2021-10-04	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	15600	CoV_17198	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-26	passed_qc
BSF_1069	CoV_17199_S99766	2021-10-04	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	11574	CoV_17199	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-09-28	passed_qc
BSF_1069	CoV_17499_S99702	2021-10-04	ATTP_8-Bregenz	Bregenz	600	CoV_17499	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-09-25	passed_qc
BSF_1077	CoV_17886_S100355	2021-10-11	ATTP_8-Bregenz	Bregenz	2524	CoV_17886	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-10-03	passed_qc
BSF_1077	CoV_17918_S100296	2021-10-11	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	20182	CoV_17918	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-10-03	fail
BSF_1077	CoV_17919_S100267	2021-10-11	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	9041	CoV_17919	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-10-05	passed_qc
BSF_1076	CoV_17922_S100753	2021-10-18	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1099	CoV_17922	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-10-10	passed_qc
BSF_1076	CoV_17923_S100804	2021-10-18	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	2178	CoV_17923	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-10-12	passed_qc
BSF_1076	CoV_18142_S100799	2021-10-18	ATTP_8-Bregenz	Bregenz	19732	CoV_18142	target for Ct=N1 (CDC-Primer)	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-10-05	fail
BSF_1078	CoV_18542_S101262	2021-10-25	ATTP_8-Bregenz	Bregenz	93	CoV_18542	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-10-15	passed_qc
BSF_1078	CoV_18565_S101258	2021-10-25	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1857	CoV_18565	W001-211019	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-10-19	passed_qc
BSF_1078	CoV_18567_S101267	2021-10-25	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	94	CoV_18567	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-10-19	passed_qc
BSF_1080	CoV_18937_S101609	2021-11-02	ATTP_8-Bregenz	Bregenz	92	CoV_18937	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-10-19	passed_qc
BSF_1080	CoV_18939_S101571	2021-11-02	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	279	CoV_18939	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-10-26	passed_qc
BSF_1080	CoV_18944_S101534	2021-11-02	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	18710	CoV_18944	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-10-24	fail
BSF_1084	CoV_19339_S102571	2021-11-08	ATTP_8-Bregenz	Bregenz	92	CoV_19339	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-10-31	passed_qc
BSF_1084	CoV_19341_S102580	2021-11-08	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	968	CoV_19341	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-11-02	passed_qc
BSF_1084	CoV_19369_S102492	2021-11-08	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	2831	CoV_19369	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-10-31	passed_qc
BSF_1086	CoV_19734_S102968	2021-11-15	ATTP_8-Bregenz	Bregenz	91	CoV_19734	60	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-11-06	passed_qc
BSF_1086	CoV_19736_S102914	2021-11-15	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	28558	CoV_19736	62	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-11-09	fail
BSF_1086	CoV_19762_S103024	2021-11-15	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	519	CoV_19762	90	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-11-07	passed_qc
BSF_1087	CoV_20089_S103413	2021-11-22	ATTP_8-Bregenz	Bregenz	92	CoV_20089	60	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-11-14	passed_qc
BSF_1087	CoV_20091_S103492	2021-11-22	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	28098	CoV_20091	62	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-11-16	fail
BSF_1087	CoV_20112_S103421	2021-11-22	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	21967	CoV_20112	90	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-11-14	fail
BSF_1091	CoV_20534_S103917	2021-11-29	ATTP_8-Bregenz	Bregenz	91	CoV_20534	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-11-20	passed_qc
BSF_1091	CoV_20536_S103943	2021-11-29	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	16422	CoV_20536	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-11-23	passed_qc
BSF_1098	CoV_20936_S104498	2021-12-06	ATTP_8-Bregenz	Bregenz	149	CoV_20936	UINN	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-11-28	passed_qc
BSF_1098	CoV_20938_S104488	2021-12-06	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	29359	CoV_20938	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-11-30	fail
BSF_1098	CoV_20966_S104543	2021-12-06	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	2187	CoV_20966	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-11-28	passed_qc
BSF_1098	CoV_21015_S104506	2021-12-06	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	9191	CoV_21015	Sewer, Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-11-28	passed_qc
BSF_1103	CoV_21273_S105035	2021-12-13	ATTP_8-Bregenz	Bregenz	149	CoV_21273	UINN	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-04	passed_qc
BSF_1103	CoV_21275_S105044	2021-12-13	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	13281	CoV_21275	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-08	passed_qc
BSF_1103	CoV_21303_S104810	2021-12-13	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	149	CoV_21303	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-05	passed_qc
BSF_1108	CoV_21412_S105526	2022-01-03	ATTP_8-Bregenz	Bregenz	149	CoV_21412	UINN	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-12	passed_qc
BSF_1108	CoV_21441_S105473	2022-01-03	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	28993	CoV_21441	TU-Wien extractionmethod Std	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-14	fail
BSF_1108	CoV_21442_S105515	2022-01-03	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	25790	CoV_21442	TU-Wien extractionmethod Mod	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-14	fail
BSF_1108	CoV_21494_S105743	2022-01-03	ATTP_8-Bregenz	Bregenz	150	CoV_21494	UINN	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-18	passed_qc
BSF_1108	CoV_21496_S105720	2022-01-03	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	12651	CoV_21496	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-26	passed_qc
BSF_1108	CoV_21520_S105717	2022-01-03	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1342	CoV_21520	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-19	passed_qc
BSF_1108	CoV_21521_S105716	2022-01-03	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	20213	CoV_21521	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-23	fail
BSF_1108	CoV_21583_S105813	2022-01-03	ATTP_8-Bregenz	Bregenz	149	CoV_21583	UINN	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-26	passed_qc
BSF_1108	CoV_21585_S105690	2022-01-03	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	4007	CoV_21585	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-28	passed_qc
BSF_1114	CoV_21879_S105960	2022-01-10	ATTP_8-Bregenz	Bregenz	150	CoV_21879	UINN	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2022-01-01	passed_qc
BSF_1114	CoV_21881_S105984	2022-01-10	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	8775	CoV_21881	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-02	passed_qc
BSF_1114	CoV_21898_S105998	2022-01-10	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	383	CoV_21898	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-04	passed_qc
BSF_1119	CoV_22346_S106701	2022-01-17	ATTP_8-Bregenz	Bregenz	150	CoV_22346	UINN	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2022-01-09	passed_qc
BSF_1119	CoV_22347_S106713	2022-01-17	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	22574	CoV_22347	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-09	fail
BSF_1121	CoV_22675_S107347	2022-01-24	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	150	CoV_22675	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-16	passed_qc
BSF_1121	CoV_22733_S107075	2022-01-24	ATTP_8-Bregenz	Bregenz	157	CoV_22733	UINN	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2022-01-15	passed_qc
BSF_1121	CoV_22735_S107099	2022-01-24	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	149	CoV_22735	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-18	passed_qc
BSF_1121	CoV_22766_S107091	2022-01-24	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	7913	CoV_22766	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-16	passed_qc
BSF_1125	CoV_23148_S107948	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	149	CoV_23148	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-18	passed_qc
BSF_1125	CoV_23161_S107914	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	150	CoV_23161	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-23	passed_qc
BSF_1125	CoV_23230_S108071	2022-01-31	ATTP_8-Bregenz	Bregenz	151	CoV_23230	UINN	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2022-01-23	passed_qc
BSF_1125	CoV_23232_S108002	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	602	CoV_23232	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-25	passed_qc
BSF_1125	CoV_23261_S108063	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	1256	CoV_23261	TU-Wien	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-20	passed_qc
BSF_1125	CoV_23263_S107892	2022-01-31	ATTP_8-Bregenz	Bregenz	149	CoV_23263	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-12	passed_qc
BSF_1125	CoV_23264_S107904	2022-01-31	ATTP_8-Bregenz	Bregenz	150	CoV_23264	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-14	passed_qc
BSF_1125	CoV_23266_S107916	2022-01-31	ATTP_8-Bregenz	Bregenz	149	CoV_23266	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-22	passed_qc
BSF_1125	CoV_23267_S107928	2022-01-31	ATTP_8-Bregenz	Bregenz	149	CoV_23267	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-24	passed_qc
BSF_1125	CoV_23269_S107940	2022-01-31	ATTP_8-Bregenz	Bregenz	150	CoV_23269	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-28	passed_qc
BSF_1125	CoV_23270_S107952	2022-01-31	ATTP_8-Bregenz	Bregenz	150	CoV_23270	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2021-12-30	passed_qc
BSF_1125	CoV_23272_S107964	2022-01-31	ATTP_8-Bregenz	Bregenz	152	CoV_23272	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2022-01-07	passed_qc
BSF_1125	CoV_23274_S107976	2022-01-31	ATTP_8-Bregenz	Bregenz	150	CoV_23274	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2022-01-11	passed_qc
BSF_1125	CoV_23275_S107891	2022-01-31	ATTP_8-Bregenz	Bregenz	152	CoV_23275	""	Bregenz	33189	47.5045260470001	9.70669547200004	TRUE	general; alps	2022-01-13	passed_qc
BSF_1125	CoV_23317_S107982	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	13803	CoV_23317	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-12	passed_qc
BSF_1125	CoV_23319_S108006	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	3167	CoV_23319	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-16	passed_qc
BSF_1125	CoV_23320_S108018	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	13490	CoV_23320	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-21	passed_qc
BSF_1125	CoV_23322_S108030	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	17195	CoV_23322	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2021-12-30	passed_qc
BSF_1125	CoV_23323_S108054	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	19148	CoV_23323	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-06	fail
BSF_1125	CoV_23325_S108042	2022-01-31	ATTP_9-HKA-Simmering	EMREG_BE_ebswien hauptkläranlage	4878	CoV_23325	""	Wien	1900000	48.172266623	16.465265077	TRUE	general; alps	2022-01-13	passed_qc
